Text,Language
"[43] நுபீடியாவிலிருந்த அனைத்து உள்ளடக்கங்களும், விக்கிப்பீடியாவினுள் சேர்க்கப்பட்டதும், 2003 ஆம் ஆண்டில், நுபீடியாவிற்கான வழங்கி இல்லாது செய்யப்பட்ட காலம்வரை, நுபீடியாவும், விக்கிப்பீடியாவும் ஒன்றுசேர்ந்து இயங்கி வந்தன.",Tamil
"செப்டம்பர் 9, 2007 அன்று ஆங்கில விக்கிப்பீடியா 2 மில்லியன் கட்டுரைகளைக் கடந்து, இது வரை சாதிக்காத வகையில் மிகப்பெரும் கலைக்களஞ்சியமாக, 600 ஆண்டுகள் வரை சாதனையாக விளங்கிய யோங்களே கலைக்களஞ்சியத்தை (:en:Yongle Encyclopedia), விஞ்சி முன்னேறியது.",Tamil
"[44] விக்கிபீடியாவின் கட்டுப்பாடில்லாத தன்மையாலும், வர்த்தக விளம்பரங்களின் அச்சத்தினாலும், எசுப்பானிய விக்கிப்பீடியாவின் பயனாளிகள் 2002 ஆம் ஆண்டு பிப்ரவரியில் விக்கிப்பீடியாவிலிருந்து பிரிந்து என்சிச்லோபெடியா லிப்ரேவை (en:Enciclopedia Libre Universal en Español) உருவாக்கினர்.",Tamil
"[45] அதனால், அந்த ஆண்டின் இறுதியில், விக்கிப்பீடியா விளம்பரங்களைக் காட்டாது என்றும், அதன் இணையதளம், wikipedia.org என்ற வலைதளத்துக்கு மாற்றம் செய்துவிட்டதாகவும் ஜிம்மி வேல்ஸ் அறிவித்தார்.",Tamil
"[46] பரந்த பயன்பாட்டுக்கு உட்பட்டுவரும் விக்கிப்பீடியா, பல சகோதரத் திட்டங்களையும் நடைமுறைப்படுத்தி மேலும் வளர்ந்து வருகின்றது.",Tamil
"—மீக்கா ரியோக்காசு[54] ஏனைய பாரம்பரியக் கலைக்களஞ்சியங்களைப் போலல்லாது, விக்கிப்பீடியா வெளித்தொகுப்புக்களை ஏற்கிறது.",Tamil
"எனினும், முக்கியமான அல்லது குழப்பம் விளைவிக்கும் ஆபத்துடைய சில கட்டுரைகள், தொகுக்க முடியாமல் பாதுகாக்கப்பட்டுள்ளன.",Tamil
"[55] மேலும், கட்டுரையை வாசிக்கும் எந்தவொரு வாசகரும் கணக்கொன்று இல்லாமலேயே கட்டுரைகளைத் தொகுக்க முடியும்.",Tamil
"எனினும், வெவ்வேறு மொழிப்பதிப்புகளில் இக் கொள்கை வித்தியாசமாகக் கடைப்பிடிக்கப்படுகிறது.",Tamil
"உதாரணமாக, ஆங்கிலப் பதிப்பில், பதிவுசெய்த பயனர் மட்டுமே புதிய கட்டுரையொன்றை உருவாக்க முடியும்.",Tamil
"[56] எந்தவொரு கட்டுரையையும் அதனை உருவாக்கியவரோ, வேறு பயனரோ உரிமை கொண்டாட முடியாது என்பதோடு, எந்தவொரு அங்கீகரிக்கப்பட்ட அதிகாரத் தரப்பும், அதனை ஆராய முடியாது.",Tamil
"அதற்குப் பதிலாகத் தொகுப்பாளர்கள், தம்மிடையேயான கருத்தொருமிப்பின் அடிப்படையில் கட்டுரைகளின் உள்ளடக்கங்களையும், அமைப்புகளையும் ஏற்றுக்கொள்ள வேண்டும்.",Tamil
"[57] வழமையாக, கட்டுரையொன்றில் மேற்கொள்ளப்படும் தொகுப்பானது, உடனடியாக இற்றைப்படுத்தப்படும்.",Tamil
"எனவே, இக்கட்டுரைகளில் துல்லியமின்மை, கருத்துக் கோடல்கள் அல்லது காப்புரிமைத் தகவல்கள் இடம்பெறலாம்.",Tamil
"ஒவ்வொரு மொழிப்பதிப்பும் வெவ்வேறு நிர்வாகக் கட்டுப்பாடுகளைக் கொண்டிருப்பதுடன், இக்கொள்கைகளிலும் திருத்தங்களைக் கொண்டுவரலாம்.",Tamil
"உதாரணமாகச், செருமானிய விக்கிப்பீடியாவில் கட்டுரைத் தொகுப்புக்கள், சில மேற்பார்வையிடல்களுக்குப் பின் உறுதிப்படுத்தப்படுகின்றன.",Tamil
"[58] பல்வேறு சோதனை ஓட்டங்கள் மற்றும் கலந்துரையாடல்களுக்குப் பின், டிசம்பர் 2012 அன்று, ""மாற்றங்களுக்கான காத்திருப்பு"" முறைமை, ஆங்கில விக்கிப்பீடியாவில் அறிமுகப்படுத்தப்பட்டது.",Tamil
"[59] இம்முறைமையின் கீழ், சர்ச்சைக்குரிய அல்லது குழப்பம் விளைவிக்கக்கூடிய ஆபத்துடைய கட்டுரைகளின் மீதான புதிய பயனர்களின் தொகுப்புக்கள், அங்கீகரிக்கப்பட்ட ஒரு விக்கிப்பீடியா பயனரின் மேற்பார்வையின் பின்னரே வெளியிடப்படும்.",Tamil
"விக்கிப்பீடியாவுக்கு உதவும் ‘மென்பொருட்கள்’, பங்களிப்பாளர்களுக்கு உதவிகரமாக இருக்கும்.",Tamil
"ஒவ்வொரு கட்டுரையிலும் காணப்படும் ""வரலாற்றைக் காட்டவும்"" பக்கம், திருத்தங்களைப் (திருத்தங்கள், அவதூறான தகவல்கள், குற்ற அச்சுறுத்தல் அல்லது காப்புரிமை மீறல் போன்றன மீளமைக்கப்படக் கூடியனவாய் இருப்பினும்) பதிவு செய்யும்.",Tamil
"[60] இப்பக்கத்தைப் பயன்படுத்துவதன் மூலம், பயனர்கள், விரும்பத்தகாத தொகுப்புக்களை மீளமைக்கவோ, இழக்கப்பட்ட தகவல்களை மீளப்பெறவோ முடியும்.",Tamil
"ஒவ்வொரு கட்டுரைக்குமான ‘பேச்சுப்பக்கம்’, பல்வேறு பயனர்களும் தம்முள் ஒருங்கிணைந்து செயற்பட உதவுகிறது.",Tamil
"[61] முக்கியமாகத் தொகுப்பாளர்கள், பேச்சுப்பக்கத்தைப் பயன்படுத்திக் கருத்தொருமிப்புப் பெற முடியும்.",Tamil
[62] சிலவேளைகளில் இதற்காக வாக்கெடுப்பும் நடத்தப்படும்.,Tamil
தொகுப்பாளர்கள் இவ்விணையப் பக்கத்தின் அண்மைய மாற்றங்களையும் காணமுடியும்.,Tamil
"இது, ‘இறங்கு வரிசை’யில் ஒழுங்குபடுத்தப்பட்டிருக்கும்.",Tamil
"வழமையான பங்களிப்பாளர்கள், கவனிப்புப் பட்டியல் ஒன்றை உருவாக்கியிருப்பர்.",Tamil
"இதன்மூலம், தமக்கு விருப்பமான கட்டுரைகளில் அண்மையில் ஏற்படுத்தப்பட்டுள்ள மாற்றங்களைப் பார்வையிட முடியும்.",Tamil
"அதிகமான கட்டுரைகளைக் கொண்ட மொழிப் பதிப்புக்களில், தொகுப்பாளர்கள் கவனிப்புப் பட்டியலைப் பேண விரும்புகின்றனர்.",Tamil
"தொகுப்புக்கள் அதிகரிப்பதன் காரணமாக, ‘அண்மைய மாற்றங்கள்’ பகுதியில், சில தொகுப்புக்கள் இடம்பெற முடியாமல் போவதே இதற்குக் காரணமாகும்.",Tamil
புதிய பக்கக் கண்காணிப்பு செயன்முறையின் மூலம் புதிதாக உருவாக்கப்பட்ட கட்டுரைகளில் நிகழும் வெளிப்படையான தவறுகள் கண்காணிக்கப்படுகின்றன.,Tamil
"[63] அடிக்கடி தாக்குதலுக்குள்ளாகும் கட்டுரைகளுக்கு, அரைப் பாதுகாப்பு வழங்கப்பட்டுக் குறிப்பிட்ட பயனர்கள் மாத்திரமே தொகுக்கும் வகையில் பாதுகாக்கப்படுகின்றன.",Tamil
"[64] குறிப்பிடத்தக்க, சர்ச்சைக்குரிய கட்டுரைகள் பூட்டப்பட்டு நிர்வாகிகள் மட்டுமே மாற்றங்களை மேற்கொள்ளும் வகையில் காக்கப்படுகின்றன.",Tamil
"[65] தானியங்கிகள் எனப்படும் ‘கணினிச் செய்நிரல்கள்’ மூலமாக எளிமையான, மீண்டும் மீண்டும் செய்ய வேண்டிய பணிகள் செய்யப்படுகின்றன.",Tamil
"உதாரணமாக, இவற்றின் மூலம் பொதுவான எழுத்துப்பிழைகளைத் திருத்தல், ஒழுங்கமைவுப் பிரச்சினைகள் அல்லது புவியியல் சார் கட்டுரைகளைத் துவக்கல் போன்றவற்றைக் குறிப்பிடலாம்.",Tamil
"[66][67][68] சில தானியங்கிகள், வேண்டத்தகாத தொகுப்புக்களை மேற்கொள்ளும் பயனர்களை எச்சரிப்பதற்காகவும் பயன்படுத்தப்படுகின்றன.",Tamil
"[69] இதன்மூலம், வேறு இணையத் தளங்களுக்கான இணைப்புக்கள் தடுக்கப்படுவதோடு, சில குறிப்பிட்ட பயனர் கணக்குகள் அல்லது ஐபி முகவரிகளினால் தொகுப்புக்கள் ஏற்படுத்துவதைத் தடுக்கவும் முடியும்.",Tamil
"விக்கிப்பீடியாவிலுள்ள தானியங்கிகள், இயக்கத்துக்கு முன் நிர்வாகிகளினால் அங்கீகரிக்கப்படல் வேண்டும்.",Tamil
"[70] விக்கிப்பீடியாவிலுள்ள கட்டுரைகள், அவற்றின் விருத்தி நிலை அடிப்படையிலும், விடய அடிப்படையிலும் ஒழுங்கமைக்கப்பட்டிருக்கும்.",Tamil
"[71] ஒரு புதியகட்டுரை, பெரும்பாலும் வரைவிலக்கணம் மற்றும் சில இணைப்புக்கள் மாத்திரமே கொண்ட ஒரு குறுங்கட்டுரையாகவே ஆரம்பிக்கப்படும்.",Tamil
"அதேபோல் பெரும்பாலான விடயங்கள் உள்ளடக்கப்பட்ட பெரிய கட்டுரைகள், சிறப்புக் கட்டுரைகள் என வகைப்படுத்தப்படும்.",Tamil
"சில விக்கிப்பீடியாக்களில், ஒவ்வொரு நாளும் தொகுப்பாளர்களால் தேர்ந்தெடுக்கப்பட்ட ""சிறப்புக் கட்டுரை”யொன்று விக்கிப்பீடியாவின் முதற்பக்கத்தில் காட்டப்படும்.",Tamil
"[72][73] ‘சியாகோமோ பொதேரி’ எனும் ஆய்வாளரின் கண்டுபிடிப்பின்படி, சில தொகுப்பாளர்கள், ஊக்கத்துடன் குறிப்பிட்ட ஒரு கட்டுரையைத் தொகுப்பதன் மூலமே, சிறப்புக்கட்டுரைத் தரம் எட்டப்படுகிறது.",Tamil
"[74] 2010-இல் மேற்கொள்ளப்பட்ட ஆய்வொன்று, சிறப்புக்கட்டுரைகளிடையே, அவற்றின் தரங்கள் வேறுபட்டிருப்பதைக் கண்டறிந்ததோடு, கட்டுரைகளின் தரத்தைக் கணிப்பதில் ‘குழுச் செயற்பாடு’, போதிய தாக்கத்தை ஏற்படுத்தவில்லை எனவும் கருத்து வெளியிட்டது.",Tamil
"[75] 2007-இல், அச்சுவழிப் பதிப்பொன்றை உருவாக்கும் நடவடிக்கையின் போது, ஆங்கில விக்கிப்பீடியா, கட்டுரைகளின் தரத்தைக் கணிப்பிடும் அளவுத்திட்டத்துக்கு எதிரான புதிய தரக்கணிப்பீட்டு முறையை அறிமுகப்படுத்தியது.",Tamil
"[76] விக்கிப்பீடியா தொகுப்பாளர்களின் குழுவொன்று, விக்கித்திட்டம் ஒன்றை உருவாக்கி, குறிப்பிட்ட ஒரு துறையில், தமது பங்களிப்புக்களை வழங்குகின்றது.",Tamil
"இத்திட்டத்தின் ‘பேச்சுப் பக்கம்’ மூலம், பல்வேறு கட்டுரைகளிலும் மேற்கொள்ளப்படும் மாற்றங்களை ஒருங்கிணைப்பர்.",Tamil
"விக்கிப்பீடியா, கட்டற்ற “விக்கிமீடீயா” மென்பொருளில் இயங்குகிறது.",Tamil
"இது “பி.எச்.பி.”, “மைசீக்குவல்” ஆகிய ‘இணைய நிரல் மொழிகள்' மூலம் எழுதப்பட்டது.",Tamil
"இவற்றோடு “எச்.டி.எம்.எல்.”, “சி.எசு.எசு.” ஆகியவையும் பக்கங்களை வடிவமைக்கப் பயன்படுத்தப்படுகின்றன.",Tamil
"விக்கிப்பீடியா, ஒரு தனி ‘வழங்கி’யில், 2004 வரை இயங்கி வந்தது.",Tamil
"அதன் பின்னர், “பல்நிலை வழங்கிக் கட்டமைப்பு”க்கு விக்கிப்பீடியா மாற்றப்பட்டது.",Tamil
"தற்போது 100-க்கும் மேற்பட்ட வழங்கிகள், உலகின் நான்கு பகுதிகளில் விக்கிப்பீடியாவை வழங்குகின்றன.",Tamil
"முதன்மைக் கட்டுரை: தமிழ் விக்கிப்பீடியா தமிழ் விக்கிப்பீடியா முயற்சியானது, 2003 ஆம் ஆண்டு ஆரம்பமானது.",Tamil
"தற்போது இதில் 1,34,235 கட்டுரைகள் உள்ளன.",Tamil
"1,85,747 பயனர் கணக்குகள் பதிவு செய்யப்பட்டுள்ளன.",Tamil
"நியூயார்க்கைச் சேர்ந்த ஆசிரியர் ‘மைக்கேல் மாண்டி’ என்பவர், ஆங்கில விக்கியைப் புத்தகமாகத் தொகுத்துள்ளார்.",Tamil
".ஆங்கிலத்தில் அதிக சரளமாக மாற நாம் அனைவரும் விரைவான வழிகளைத் தேடுகிறோம், என்ன நடக்கிறது என்பது எனக்குத் தெரியும், நம் மூளையைச் சுற்றி ஒரு சில சொற்கள் உள்ளன, மேலும் இந்த முழு உரையாடலையும் அற்புதமான அற்புதமான குளிர் அல்லது காவியத்தைப் பயன்படுத்தி உருவாக்க வேண்டும், எனவே நாம் எப்படி உங்கள் அன்றாட வாழ்க்கையில் நீங்கள் பயன்படுத்தக்கூடிய சில புதிய புதிய ஆங்கில சொற்களைக் கற்றுக் கொள்ளுங்கள் மற்றும் உங்கள் சொற்களஞ்சியத்தை நிமிடங்களில் உயர்த்தலாம்.",Tamil
"எனவே இன்று நாம் 10 புதிய ஸ்மார்ட் சொற்களைக் கற்றுக்கொள்ளப் போகிறோம், அவற்றின் அர்த்தங்கள் மூல சொற்கள் மற்றும் எடுத்துக்காட்டு வாக்கியங்கள், எனவே அனைவருக்கும் இது போகலாம், இது நீங்கள் பார்த்துக் கொண்டிருக்கிறீர்கள்.",Tamil
இந்த வீடியோவில் நான் தினசரி பயன்பாட்டிற்காகவும் இந்த வீடியோவின் முடிவிலும் 10 ஸ்மார்ட் சொற்களை உங்களுக்கு தருகிறேன்.,Tamil
உண்மையிலேயே சரளமாக ஸ்மார்ட் சொல் எண்ணை ஒலிக்க நான் உங்களுக்கு ஒரு ஸ்மார்ட் டிப் கொடுக்கப் போகிறேன்.,Tamil
"ஒன்று சதுப்புநிலமானது சதுப்பு நிலத்தில் மூழ்கி அல்லது வெள்ளம் என்று பொருள், ஆனால் சதுப்பு நிலமானது பெரும்பாலும் நான் போன்ற வேலை சூழலில் பயன்படுத்தப்படுகிறது ' நான் வேலையுடன் சதுப்பு நிலத்தில் இருக்கிறேன், எனக்கு அதிக வேலை இருக்கிறது, இந்த வாரம் முழுவதும் நான் வேலையில் சிக்கியிருக்கிறேன், இப்போது சுவாசிக்க எனக்கு நேரமில்லை, இப்போது இந்த வார்த்தையின் மூலத்தைப் பார்ப்போம்.",Tamil
"சதுப்புநிலம் என்பது ஈரநிலத்தின் ஒரு பகுதி மற்றும் யாரோ ஒரு சதுப்பு நிலத்தில் தவறான இடத்தில் நுழைந்தால் அவர்கள் எளிதில் மூழ்கிவிடுவார்கள் மற்றும் சதுப்பு நிலத்தின் வினை வடிவம் மூழ்குவதைக் குறிக்கிறது, எனவே இந்த வார்த்தையை நீங்கள் எவ்வாறு பயன்படுத்தலாம் என்பது இங்கே.",Tamil
"உங்களிடம் நிறைய பணிகள் உள்ளன என்று சொல்லலாம், உங்களுக்கு ஒரு சோதனை வருகிறது, உங்கள் நண்பர்கள் உங்களிடம் வருகிறார்கள், அவர்கள் சொல்கிறார்கள்.",Tamil
"ஏய் ஏன் நீங்கள் எங்களுடன் ஹேங்கவுட் செய்யக்கூடாது என்று நீங்கள் அவர்களிடம் சொல்லலாம், நான் மிகவும் வருந்துகிறேன், ஆனால் நான் வேலையில் சிக்கியிருக்கிறேன் அல்லது சதுப்பு நிலத்தின் இடத்தில் நீங்கள் பயன்படுத்தக்கூடிய வேறு சில சொற்களை நான் சதுப்பு நிலமாகக் கொண்டுள்ளேன்.",Tamil
செய்ய.,Tamil
என் தட்டில் நான் வேலையில் மூழ்கி இருக்கிறேன்.,Tamil
"ஸ்மார்ட் சொல் எண் இரண்டு கேட்ச் -22 என்பது பணிகள் குறித்து நான் மயங்கிவிட்டேன், இப்போது நான் உறுதியாக இருக்கிறேன் ' கேட்ச் -22 க்கு முன்பு இந்த வார்த்தையை நான் கேள்விப்பட்டிருக்கிறேன், அதாவது நீங்கள் மற்றதைச் செய்தாலன்றி ஒரு காரியத்தைச் செய்ய இயலாது, மற்றதைச் செய்ய முடியாது, ஏனெனில் நீங்கள் முதலில் செய்யவில்லை.",Tamil
"நான் உங்களை குழப்பிவிட்டேன், எனவே உங்களுக்கு சில அனுபவங்களைத் தருகிறேன், வேலை அனுபவம் இல்லாமல் உங்களுக்கு வேலை கிடைக்காதபோது ஒரு பிடிப்பு -22 நிலைமை.",Tamil
ஆனால் நீங்கள் ஒரு வேலையைப் பெறும் வரை அனுபவத்தைப் பெற முடியாது -22 ஜோசப் ஹெல்லரால் அவரது புகழ்பெற்ற புத்தகமான கேட்ச் -22 என்ற புத்தகத்தில் அவர் இரண்டாம் உலகப் போரின்போது படையினருக்கு பொருந்தக்கூடிய சில முரண்பாடான விதிகளை விவரிக்கும் போது உருவாக்கப்பட்டது.,Tamil
"கேட்ச் -22 இன் மற்றொரு எடுத்துக்காட்டு உங்களுக்கு வங்கி கடன் தேவை, ஏனெனில் உங்களிடம் போதுமானதாக இல்லை.",Tamil
