Text,Language
"Nogle ved en masse om et emne, men formulerer sig dårligt.",Danish
"Andre aner intet om emnet, men kan rette stavefejl, tegnsætning o.lign.",Danish
"Nogle brugere har kæpheste, som at bekæmpe dåsedansk og patruljerer da.wikipedia.org regelmæssigt.",Danish
"Erfarne brugere kan wikificere nye brugeres bidrag – indsætte hyperlinks, billeder, links til andre sprog, kategorier mm.",Danish
Sammenlignet med andre sites på dansk er den danske Wikipedia godt besøgt og lå december 2013 på en 20.,Danish
plads.,Danish
"[23] I november 2013 var der omkring 40,4 millioner sidevisninger, eller 56.000 sidevisninger i timen.",Danish
"[24] Sammenlignet med andre sites besøgt fra Danmark, er Wikipedia (alle sprogversioner medtaget) også godt besøgt og lå december 2013 på en 6.",Danish
plads.,Danish
"[25] Den danske Wikipedia er ikke repræsenteret på FDIMs statistik (viser kun sites under .dk), men hvad sidevisninger angår, lå dansk Wikipedia i oktober 2013 mellem 12. og 13.-pladsen, mellem politiken.dk og jp.dk
[26]  Wikipedia har ikke nogen side med navnet ""Machine learning"".",Danish
"Hvis du har lige har oprettet denne side, og du alligevel får denne meddelelse, kan det skyldes at der er forsinkelse i opdateringen af Wikipedias cache, eller at du har stavet titlen forkert.",Danish
"Tjek stavningen, eller se om den dukker op senere, inden du forsøger at oprette artiklen igen.",Danish
".vi leder alle efter hurtige måder at blive mere flydende på engelsk, jeg ved, jeg forstår, hvad der sker, er, at der kun er et par ord, der cirkler omkring vores hjerne, og vi er nødt til at gøre hele denne samtale ved hjælp af bare fantastisk fantastisk sejt eller episk, så hvad med os lære nogle smarte nye engelske ord, som du kan bruge i dit daglige liv og hæve dit ordforråd på få minutter.",Danish
"så i dag lærer vi 10 nye smarte ord, deres betydning rodord og eksempel sætninger, så lad os komme i gang hej alle dette er, og du holder øje med.",Danish
og i denne video vil jeg give dig 10 smarte ord til daglig brug og i slutningen af ​​denne video.,Danish
Jeg vil også give dig et smart tip til at lyde virkelig flydende smart ordnummer.,Danish
"man er oversvømmet oversvømmet betyder drukning eller oversvømmelse, men oversvømmet bruges ofte i forbindelse med arbejde som jeg ' m oversvømmet med arbejde, jeg har for meget arbejde at gøre, jeg er blevet oversvømmet med arbejde i hele denne uge, jeg har næppe haft tid til at trække vejret nu, lad os se på roden af ​​dette ord.",Danish
"sump er et stykke vådområde, og hvis nogen træder det forkerte sted på en sump, kan de let drukne, og verbets form af sump betyder at synke, så her kan du bruge dette ord.",Danish
"Lad os sige, at du har mange opgaver, og du har en test, der kommer, og dine venner kommer til dig, og de siger.",Danish
"hej, hvorfor hænger du ikke med os, du kan sige til dem, jeg er ked af det, men jeg er oversvømmet med arbejde, eller jeg er oversvømmet med nogle andre ord, som du kan bruge i stedet for oversvømmet, hvis jeg har for meget at gøre.",Danish
"der er for meget på min tallerken, jeg drukner i arbejde.",Danish
"jeg er narret med opgaver smart ord nummer to er catch-22 nu er jeg sikker på at du ' har hørt dette ord før fangst-22 betyder en umulig situation, hvor du ikke kan gøre den ene ting, medmindre du har gjort den anden, og du ikke kan gøre den anden, fordi du ikke har gjort den første har.",Danish
"Jeg forvirrede dig, så lad mig give dig nogle eksempler, en situation, hvor catch-22 er, når du ikke får et job uden at have erhvervserfaring.",Danish
"men du kan ikke få erfaring, før du får et job catch-22 blev opfundet af joseph heller i hans berømte bog med samme navn catch-22, da han beskrev nogle modstridende regler, der var gældende for soldater under 2. verdenskrig.",Danish
"et andet eksempel på catch-22 er, at du har brug for et banklån, fordi du ikke har nok.",Danish
"penge, men du ville ikke få det banklån, medmindre du beviste over for banken, at du har penge nok, så husk næste gang du sidder fast i en vanskelig situation.",Danish
at bruge ordet catch-22.,Danish
"og få disse beundrende udseende fra dine venner andre ord, som du kan bruge i stedet for catch-22 er paradoks eller dilemma smart ord.",Danish
nummer tre er suave suave suave betyder at være sofistikeret for at være høflig klar og cool.,Danish
"velopdragen ordet suave har flere forskellige oprindelser, men en meget interessant oprindelse af ordet er, hvilket betyder behagelig eller sød smagseksempel.",Danish
"han er så klar og suave, især foran damerne eller barack obama er så suave og poleret.",Danish
"Husk nu, når du er på fest næste gang, og du ser denne person, der er sådan.",Danish
velopdragen og kultiveret og sofistikeret.,Danish
"glem ikke at sige hej, hvem der er den suave fyr lige derude i hjørnet ved hjælp af dette ord vil straks gøre dit ordforråd.",Danish
meget suave så smart ord nummer fire er forfærdeligt forfærdeligt ordet forfærdeligt betyder noget virkelig dårligt forfærdeligt forfærdeligt grusomt forfærdeligt stødende forfærdeligt har en latinsk rod kaldet.,Danish
der betyder frygt grusom eller frygtelig nogle eksempler på ordet forfærdelige er de nylige voldtægtshændelser i Delhi var frygtelige eller fanger behandles.,Danish
"på en frygtelig måde undertiden i fængsler bruges grusomme også i det daglige liv til at tale om nogle almindelige forkerte handlinger, og du vil overdrive det.",Danish
"for eksempel var hans bordmanerer forfærdelige, eller hendes sans for kjole er så grusom, eller hans grammatik er forfærdelig.",Danish
så husk at gøre det næste gang du hører om en forfærdelig handling på nyheden.,Danish
"bemærke og sige, at dette er en frygtelig handling smart ord nummer 5 er fantastisk, fantastisk, fantastisk, betyder forbløffende forbløffende.",Danish
"nu bruger vi ofte ordet fantastisk her ' s et andet ord, som du kan bruge i stedet for fantastisk fantastisk f.eks.",Danish
"i dag fik jeg en fantastisk score på min test, hvilket betyder, at jeg fik en meget høj score eller.",Danish
"Jeg fik en næsten perfekt score ordet forbløffende har klassiske latinske rødder fra ordet, som betyder.",Danish
"at blive bedøvet så fantastisk bruges til at beskrive noget, der er forbløffende godt, for eksempel ser hun fantastisk ud i den kjole eller hvilken fantastisk udsigt fra denne altan, eller jeg læser denne fantastiske bog, som jeg ikke kan lægge fra, hvad med dig at gå og fortælle.",Danish
"dine venner, der er denne fantastiske kanal for studerende, og nogle andre ord, som du kan bruge i stedet for fantastiske, er utrolige fantastiske eller usædvanligt gode, så inden vi fortsætter med de afbalancerede fem ord på denne video, skal du huske at sætte en kommentar under denne video.",Danish
"at fortælle mig, hvilket af disse ti ord der var dit foretrukne smarte ord nummer seks, er i en fix i en fix betyder at være i en besværlig situation, for eksempel dreng, jeg er i en fix, fordi jeg har lavet planer med to forskellige venner til dette aften.",Danish
"Jeg har mistet min telefon, og jeg er i en løsning, eller vores bus gik i stykker i morges, og jeg er i en ordning, min ven henvender sig altid til mig for at få hjælp, når han er i en løsning, og når det går godt, glemmer han det.",Danish
"mig så næste gang du får matematik lektier fra skolen, for eksempel, og hvis du har efterladt din matematikbog i skolen, så kan du fortælle dine venner, at du er i en rigtig løsning, nu tror du måske, at ordet fix har noget at gøre med at reparere noget.",Danish
"men nej i en ordning betyder at være i en besværlig situation andre ord, som du kan bruge i stedet for i en rettelse, er jeg er i en suppe eller jeg ' m i et rod eller jeg er i en plet af plage eller bare jeg er i et sted smart ord nummer 7 er flummox flummox betyder at forvirre nogen.",Danish
"så meget, at de glemmer, hvad de skal gøre nu forvirret, har tendens til at være et overbrugt ord, så i stedet for det, hvorfor bruger du ikke flummox, for eksempel så drengen helt ud.",Danish
"ved hans egen refleksion i spejlet, eller turisten blev flummoxed af de forskellige skikke, der.",Danish
"han stødte på under sine rejser eller i et interview, da hun blev spurgt, hvorfor skulle vi ansætte dig, hun så helt flummoxed ud, så næste gang hvis du bliver forvirret på spørgsmål, for eksempel i en undersøgelse, så du.",Danish
"kan altid sige det, fordi jeg ikke havde ' t forberedt mig meget godt til eksamen, jeg blev flummoxed af nogle af de spørgsmål, andre ord, som du kan bruge i stedet for flummoxed, er forvirret forvirret eller forvirret smart ord nummer otte er rendezvous rendezvous rendezvous.",Danish
"er en meget fransk måde at sige møde eller dato på, for eksempel har jeg et møde med mine venner over frokosten på lørdag, eller jeg planlægger at møde med mine venner i indkøbscentret for film, at møde kan bruges både som substantiv eller som verbum for eksempel.",Danish
"Jeg har en rendezvous med mine venner i aften, eller jeg vil rendezvous med mine venner i morgen.",Danish
"i frankrig blev rendezvous tidligere brugt af hæren til at angive et mødested for tropperne, nu er der noget lidt spændende og hemmelighedsfuldt over ordet rendezvous selv nu, så mens du kan bruge rendezvous til ethvert møde.",Danish
"generelt, men det vandt ' t være meget passende for et officielt møde, så hvis du har en dato, kan du sikkert kalde, at et møde med smart ord nummer 9 er stump stump stump er en fornærmelse, du ville bruge det, når du prøver at kalde nogen stum eller uintelligen.t eller svag nu har du hørt ordet stump i geometri stump vinkel og spids vinkel, så en stump vinkel er en vinkel større end 90 grader, men mindre end 180 grader.",Danish
"og en skarp vinkel er denne skarpe vinkel mindre end 90 grader så skarp som et ord bruges til at betegne skarp og derfor også mentalt skarp og stump betegner stump og derfor også lidt langsom i sindet så eksempel sætninger med stump er manden var så stump, at han gav sit kodeord til en falsk opkalder eller det stumpe barn.",Danish
var ikke i stand.,Danish
"at svare på et enkelt spørgsmål på testen eller den stumpe mand havde svært ved at forstå selv grundlæggende instruktioner, antag nu at i din situation i det daglige liv er din kæreste eller din kæreste vred på dig, og du ved ikke hvorfor så du kan. sige til dem, måske er jeg stump, men jeg ved ikke, hvorfor du er så ked af det smarte ord nummer 10 er trægt, trægt, tragt betyder at bevæge sig langsomt for at være lidt langsommere.",Danish
end normalt at se lidt træt og manglende ud.,Danish
"i energieksempel gør en tung frokost mig meget om eftermiddagen træg har rødder fra ordet, hvilket betyder en langsom person, og en snegl er et dyr, der bevæger sig rigtig meget langsomt som en snegleeksempel.",Danish
"økonomien har været meget træg i år, eller kampen er taget op efter en træg start.",Danish
"eller forretning har været træg i dette kvartal, kan du bruge det i dit daglige liv, hvis du føler dig meget træt en dag, kan du fortælle det til din mor, eller du kan fortælle det.",Danish
"dine venner, jeg føler mig meget træg.",Danish
"i dag kunne jeg gøre med en energidrik, andre ord, som du kan bruge i stedet for træg, kan være sløv eller trække mine fødder, så det var de 10 smarte ord og før.",Danish
Jeg giver dig det hemmelige tip til at lyde meget flydende.,Danish
"Jeg vil minde dig om, at hvis du leder efter smarte ord, du kan bruge til et telefonopkald, så lægger jeg et link til en video.",Danish
"nede i beskrivelsesboksen for det, og nu er det hemmelige tip det hemmelige tip til at lyde flydende er at bruge ikke mere end et smart ord eller en sætning, som jeg nogle gange kender.",Danish
vi bliver meget begejstrede fordi.,Danish
"vi' Vi har lært en hel masse af disse smarte ord, og vi har tendens til at sætte to tre fire af dem i en sætning, der ikke lyder naturligt.",Danish
"så en ad gangen skal du være sikker på at du udtaler .ordet på den rigtige måde, gå videre til google og skriv ordet, og i søgningen lige øverst ser du et lille højttalerikon, klik på den højttaler.",Danish
og hør udtalen en eller to gange.,Danish
"og du er klar til at gå, og hvis du kan lide denne video, så glem ikke at give os tommelfingre med en kommentar.",Danish
"for mig under det fortæller mig hvilke af disse 10 ord, hvad der er din favorit og også.",Danish
hvis du ikke allerede har trykket på abonnementsknappen og klokkeikonet lige ved siden af ​​det og glæde at se.,Danish
hej fyre velkommen til min kanal i denne video.,Danish
"Jeg vil give dig top 50 engelske sætninger, som du kan bruge i din hverdag.",Danish
så hvis du lige er ved at starte din rejse.,Danish
"til et engelsktalende land, kan du helt bruge dette.",Danish
"sætninger, hvis du har lært engelsk i et stykke tid, og du vil genoptage læringen.",Danish
"dette er den bedste video til at begynde med, så lad os gå 50 sætninger på engelsk på forhåbentlig 10 minutter.",Danish
sætning nummer et dette er en anden måde at spørge på.,Danish
Hvordan har du det?,Danish
Hvordan går det?,Danish
hvordan går det?.,Danish
"så du møder nogen, og du tid, hvordan går det ?.",Danish
"sætning nummer to, når du ikke har set nogen i et stykke tid, fortæller han ham i lang tid nej se, så det betyder, at du ikke har set denne person måske uger eller måneder i lang tid, se ikke sætningsnummer.",Danish
"tre, hvis du vil spørge dig, hvad har du lavet.",Danish
"du spørger, hvad har du været i gang med, så hvad foregik der i dit liv ?.",Danish
"hvad har du været op med at rejse dem før, hvis alt går?",Danish
godt du kan bare svare kan ikke klage alt er virkelig sejt.,Danish
"kan ikke klage over den næste sætning nogen fortæller dig noget, og du har ikke rigtig nævnt det i samtalen, som om de på en eller anden måde gætter på, at du har et nyt job, og du spørger ham.",Danish
hvordan ved du det?.,Danish
hvor fik du nyheden som hvordan gør du det?,Danish
"ved, hvis nogen fortæller en cool joke, kan du fortælle, at det er en god en.",Danish
"det er en god vittighed, så sætningen er, at det er en god en.",Danish
"hvis du vil takke nogen, kan du sige, at det er meget venligt af dig tak så meget for at gøre, at det er meget venligt af dig, det er meget venligt af dig, hvis nogen.",Danish
"forsøgte at hjælpe dig, men kunne ikke nå det resultat, du kan sige.",Danish
"tak alligevel betyder det ikke noget, men tak alligevel.",Danish
tak for din indsats.,Danish
"nej tak alligevel, og en anden sætning, som jeg bruger i min e-mail nogle gange, når jeg ikke har bedt om en person.",Danish
spørger jeg og så siger jeg til sidst.,Danish
"tak på forhånd, hvilket betyder, at jeg virkelig håber, at du skal.",Danish
gør det noget tak på forhånd.,Danish
"tak på forhånd, hvis nogen begik en fejl, og han er virkelig ked af det.",Danish
du kan bare sige ingen bekymringer.,Danish
"rolig ingen bekymringer, hvilket betyder, at du ikke skal bekymre dig om det.",Danish
det er fint.,Danish
"ingen bekymringer forestil dig at du kom hjem, og der sidder alle dine venner på din sofa.",Danish
og du er ligesom hvad der foregår herinde ligesom hvad laver du her ?.,Danish
"hvad sker der, hvis du ikke fangede noget, eller det ikke forstod den person, du altid kan spørge, fik jeg dig ret ?.",Danish
"og fortsæt derefter med at forklare, hvor du har, fik jeg dig ret ?.",Danish
"Hvis du beder nogen om ikke at blive ked af ikke at græde, kan du sige, tag det ikke til hjertet.",Danish
"ikke tage det til hjertet som seriøst, vær ikke så ked af det, tag det ikke til hjertet.",Danish
"en anden måde at spørge, om du ikke fangede en del af en sætning, kan du sige, at jeg ikke fangede det sidste ord.",Danish
undskyld.,Danish
"kan du gentage det, fordi jeg ikke fangede det sidste ord, hvis han vil have nogen til at gentage hele sætningen igen.",Danish
du kan sige undskyld.,Danish
"Jeg lyttede ikke, fordi du måske havde travlt.",Danish
"måske talte du i telefon, og nogen talte til dig, og du er ligesom.",Danish
Åh gud.,Danish
"undskyld, jeg lyttede ikke.",Danish
kan du gentage det ?.,Danish
undskyld.,Danish
"Jeg lyttede ikke til en anden sætning, som jeg bruger hele tiden.",Danish
"det betyder ikke noget som om du ikke skal bekymre dig, hvis du taber din kaffe over mig.",Danish
det er som om det ikke betyder noget.,Danish
Jeg har det godt.,Danish
jeg' Jeg går alligevel på tøjvask.,Danish
"det betyder ikke noget, om du vil ønske nogen held og lykke.",Danish
"og jeg gør altid, at du kan sige fingre krydsede, og du krydser fingrene sådan.",Danish
med krydsede fingre.,Danish
"en anden sætning, som amerikanerne bruger, er dårligt, der forklarer det og.",Danish
"situationen er, at du ikke fik noget, og så får du en ekstra effekt, og du får det.",Danish
"og du er som åh, det forklarer det, der forklarer det.",Danish
"en anden måde at fortælle personen om ikke at være ked af er, at du kan sige, at ting sker som om det er okay.",Danish
"ting sker, vær ikke forstyrret, hvis du ikke har navnet på den person, du vil tale med ham.",Danish
"du kan sige undskyld at genere dig, du ved, du ser.",Danish
"nogen har travlt, kan du altid sige undskyld at genere dig, og så kan du gå videre og spørge.",Danish
undskyld at genere dig.,Danish
"hvis du er midt i noget i nogen ' s beder dig om noget, du kan sige åh.",Danish
"du er midt i noget, og nogen beder dig om at gøre noget, du siger, jeg er ked af det.",Danish
"Jeg er med dig om et øjeblik, jeg er sammen med dig, og så genoptager du at gøre noget, og du siger, hvor var vi.",Danish
"som hvornår stoppede vi, hvor var vi, og du bliver nødt til at gentage det, for hvad er det lyden, som nogle fejler med.",Danish
"så dette er en fantastisk måde at øve på, hvor var vi igen, hvis du er midt i en samtale?",Danish
"og du forstod ikke, hvad den anden person sagde, du kan sige, du sagde, og med et spørgsmålstegn.",Danish
"hvilket betyder, hvilket tilskynder personen til at gentage igen?",Danish
sagde du.,Danish
"hvis nogen fik et job med sine drømme om hvad du kan sige heldig dig eller nogen kom ind på universitetet i deres drømme som heldig dig, er dette en måde at lykønske den person, der er heldig dig, eller som bare at understrege, at han er heldig heldig, en anden måde at sige at du virkelig er vred, er at sige, at jeg flippede ud, som om jeg var så vred, jeg.",Danish
"udbrød, dette er super vred.",Danish
"åh, dette er som næsten vanvittigt.",Danish
"Jeg freaked en anden sætning, som indfødte talere bruger, er god for dig, og det kan være både positivt og negativt, når du siger, at jeg blev forfremmet, og hvis de siger godt for dig, kan du lide tillykke og nogle gange, hvis du siger, at jeg forlader dette sted.",Danish
"de er som gode for dig, det ville være bedre uden dig, og dette er en negativ betydning, så lyt virkelig til intonationen.",Danish
"hvis noget overrasker dig, kan du også sige, at du bliver sjov med mig som åh min gud.",Danish
"Jeg kan ikke tro det, du skal være en sjov på mig for at bede nogen om at smile og for at være glad kan du altid sige opmuntring opmuntre.",Danish
"hvis du vil have nogen, der bare lyder som at græde og klage over noget, der ikke sker, kan du sige, kom, jeg kan du gøre det, jeg?",Danish
kom nu.,Danish
du kan gøre det du kan videregive toefl du kan videregive gmat du får det kommer.,Danish
"du kan gøre det, hvis nogen klarer sig rigtig godt, du kan fortælle dem, fortsæt det gode arbejde, fortsæt det gode arbejde som vær så god som dig, og fortsæt det gode arbejde, fortsæt med at være en anden sætning er dagligdags, og dette er hvad amerikanere sige.",Danish
"det lyser, hvilket betyder, at det er forbløffende, at mange amerikanere sagde i Californien.",Danish
"åh, det er tændt, og du har sikkert hørt det i sange, der ' lyser, hvis nogen har succes efter fiaskoer, så du kan sige der, du går, jeg fortalte dig, at du vil komme derhen, du går, hvis nogen spørger dig, om du er træt, og du vil sige, at du overhovedet ikke er træt, du kan sige ikke lidt nah.",Danish
"jeg vil fortsætte, jeg er ikke træt af det, når nogen spørger, om du er sikker, og du er ret sikker på, at du kan sige, at der ikke er plads til det?",Danish
"der er ikke plads til tvivl i Amerika, hvis du vil sms nogen eller sende dem en besked, du siger tekst til tekst, så jeg sender dig en tekst, betyder, at jeg sender dig en besked via whatsapp eller et telegram eller messenger, uanset hvad jeg bruger sms dig igen for at opmuntre nogen til at fortælle dem, at de ikke skal være kede, du kan sige, at det ikke er det værd, ligesom hvorfor græder du?",Danish
det er ikke det værd.,Danish
"du er så meget bedre end det problem, du græder over det ' s ikke dine tårer værd.",Danish
"det er ikke det værd, jeg personligt elsker sætningen du rocker, hvilket betyder at du er fantastisk.",Danish
Åh gud.,Danish
rocker du rock?,Danish
"nej, du har gjort et fantastisk stykke arbejde.",Danish
"du rocker, hvis nogen ikke fungerer rigtig godt, og du vil have dem til at arbejde hårdere, du kan sige, at du skal gå en ekstra mil, hvilket betyder, at du som at arbejde hårdere skal gå en ekstra mil.",Danish
"en anden måde at sige det samme på, som du kan sige, øg dit spil som at arbejde hårdere, arbejde bedre, øg dit spil.",Danish
hvis nogen græder og ikke vil have det.,Danish
"det synker, du siger, træk dig sammen som at tage dig selv bogstaveligt talt og træk dig sammen, stop med at arbejde, stop med at græde, træk dig sammen.",Danish
hej ro dig selv sammen en anden sætning.,Danish
"Jeg elsker at du solgte mig, fordi folk nogle gange beskriver deres rejse eller nogen de købte, og de beskriver det er så godt.",Danish
"og de er som om jeg vil købe det samme, og jeg fortæller dem, at du solgte det, du solgte mig, jeg ville ikke købe det okay, du solgte mig, hvis du ikke er interesseret i samtalen.",Danish
"du er som at sidde, du kan sige, at jeg ikke kunne bryde mig mindre, det er så kedeligt.",Danish
Jeg er ikke interesseret.,Danish
"Jeg kunne ikke bryde mig mindre, hvis nogen spørger dig om noget, og dette er en rigtig nem beslutning for dig, som om nogen fortæller, at du skal tage mine 1 million dollars, og du siger, det er en no-brainer.",Danish
Jeg tager det.,Danish
"dette er en no-brainer betyder, at det er en rigtig nem beslutning for dig, hvis du har gjort noget forkert, og du indrømmer det, kan du sige, at jeg har ødelagt ja fyre.",Danish
Jeg ved.,Danish
undskyld.,Danish
Jeg fejlede.,Danish
dette er min fejltagelse.,Danish
"Jeg skruede op Jeg skruede det op, hvis du vil have nogen til at arbejde i stedet for mig, kan du sige.",Danish
"kan du dække mig ligesom kan du arbejde i stedet for mig, mens jeg ' Jeg ser min ven.",Danish
"kan du dække mig, det er tid til at rejse og fyre, jeg må hellere gå, hvilket betyder, at jeg allerede skal gå.",Danish
det ved du.,Danish
det er faktisk kl.,Danish
lige nu.,Danish
jeg må hellere gå en anden måde at sige farvel på.,Danish
"Jeg kan sige pas på, hvilket betyder at tage sig af dig selv.",Danish
Vi ses senere.,Danish
Pas på.,Danish
"Jeg ved ikke hvilken dag det er, når du ser denne video, men hvis det er fredag ​​for eksempel weekend.",Danish
du kan sige tak himlen er fredag ​​eller tror himlen sagde lørdag weekend opdagelse.,Danish
"jeg er så glad for, at det var fyre 50 sætninger på engelsk, lad mig vide, om dette var nyttigt ved at lide denne video og kommentere nedenfor, hvis du kender flere seje sætninger.",Danish
"det ville være godt, der er en rød knap derovre et eller andet sted.",Danish
Hej og velkommen.,Danish
"i denne video vil jeg give dig 100 almindelige og meget nyttige sætninger, som du kan bruge i samtale.",Danish
når du hører en sætning øve sig efter mig.,Danish
"prøv at kopiere min udtale nøjagtigt inklusive den stemmetone, jeg bruger.",Danish
okay lad os begynde.,Danish
"grundlæggende hilsner, hvordan går det?",Danish
hvordan går det?,Danish
hvad så?,Danish
dejligt at møde dig.,Danish
lang tid siden.,Danish
hvordan har du haft det?,Danish
mange tak.,Danish
hvad med dig?,Danish
ikke meget.,Danish
det sædvanlige.,Danish
jeg er nødt til at komme i gang.,Danish
"det var et glædeligt møde, du ser dig senere.",Danish
holde kontakt.,Danish
Spørger om information.,Danish
"kunne du fortælle mig, hvad dette ord betyder?",Danish
"ville du tilfældigvis vide, hvor biblioteket er?",Danish
tøver.,Danish
det er et godt spørgsmål.,Danish
Lad mig se.,Danish
