symbol,displayName,industry,dateListed,marketCap,xid,priceChangeFiveDayPercent,isRecentListing
CKA,COKAL LIMITED,Materials,2000-04-17,183421327,39292,3.030303030303033,False
COL,COLES GROUP LIMITED.,Consumer Staples Distribution & Retail,2018-11-21,24010744120,502428539,2.693409742120358,False
CKF,COLLINS FOODS LIMITED,Consumer Services,2011-08-04,957352188,35887434,-1.4440433212996509,False
CTV,COLORTV LIMITED,Media & Entertainment,2017-12-14,SUSPENDED,443098433,0.0,False
CRL,COMET RESOURCES LIMITED,Materials,1994-03-02,SUSPENDED,81322,0.0,False
COI,COMET RIDGE LIMITED,Energy,2004-04-16,131348501,79226,4.0000000000000036,False
CBA,COMMONWEALTH BANK OF AUSTRALIA.,Banks,1991-09-12,160517535047,70547,-0.4765851636966367,False
CCG,COMMS GROUP LTD,Telecommunication Services,2017-12-21,25773964,444640568,-4.285714285714289,False
CF1,COMPLII FINTECH SOLUTIONS LTD,Software & Services,2001-12-18,22529196,136016,-2.272727272727259,False
CMP,COMPUMEDICS LIMITED,Health Care Equipment & Services,2000-12-21,24802813,77795,14.814814814814808,False
CPU,COMPUTERSHARE LIMITED.,Commercial & Professional Services,1994-05-27,12660204176,80487,4.866180048661801,False
CNJ,CONICO LTD,Materials,2007-06-18,13544717,7356424,11.111111111111121,False
CXZ,CONNEXION TELEMATICS LTD,Software & Services,1974-01-01,17932901,95521,-5.000000000000004,False
CRD,CONRAD ASIA ENERGY LTD.,Energy,2022-10-27,273369268,756871415,4.1033434650456,True
CWL,CONSOLIDATED FINANCIAL HOLDINGS LIMITED,Software & Services,2007-10-23,SUSPENDED,8816292,0.0,False
CZL,CONSOLIDATED ZINC LIMITED,Materials,2006-06-19,7717725,636144746,-11.111111111111104,False
CR1,CONSTELLATION RESOURCES LIMITED,Materials,2018-07-30,6487705,481170931,13.043478260869565,False
CT1,CONSTELLATION TECHNOLOGIES LIMITED,Technology Hardware & Equipment,1987-10-08,5884801,41006,0.0,False
CEN,CONTACT ENERGY LIMITED,Utilities,2015-09-24,5388811572,300277662,8.333333333333345,False
CBL,CONTROL BIONICS LIMITED,Health Care Equipment & Services,2020-12-07,14929040,627017248,0.0,False
CBH,COOLABAH METALS LIMITED,Materials,2022-07-28,5381250,727685836,-8.69565217391305,False
COE,COOPER ENERGY LIMITED,Energy,2002-03-13,394729689,79064,0.0,False
CPM,COOPER METALS LIMITED,Materials,2021-11-19,12670626,683640789,14.583333333333346,False
C6C,COPPER MOUNTAIN MINING CORPORATION,Materials,2018-04-06,407001315,462672388,9.273182957393487,False
CUS,COPPER SEARCH LIMITED,Materials,2021-09-15,18953827,673235604,4.255319148936175,False
CSE,COPPER STRIKE LIMITED,Materials,2004-11-24,SUSPENDED,81982,0.0,False
COY,COPPERMOLY LIMITED,Materials,2008-01-31,17551655,9335901,0.0,False
CZN,CORAZON MINING LIMITED,Materials,2005-06-30,9154958,641896858,0.0,False
CXO,CORE LITHIUM LTD,Materials,2011-02-11,1446913099,27629206,9.756097560975618,False
CR9,CORELLA RESOURCES LTD,Materials,2008-01-15,13952726,9231397,-9.374999999999998,False
CRN,CORONADO GLOBAL RESOURCES INC.,Materials,2018-10-23,2581738744,493272288,-3.012048192771074,False
CTD,CORPORATE TRAVEL MANAGEMENT LIMITED,Consumer Services,2010-12-15,2556310783,27528971,1.8128654970760159,False
COO,CORUM GROUP LIMITED,Software & Services,1971-07-28,20310981,79559,6.250000000000005,False
CMO,COSMO METALS LIMITED,Materials,2022-01-31,6313750,694301829,0.0,False
C1X,COSMOS EXPLORATION LIMITED,Materials,2021-12-01,13223250,682563602,12.280701754385976,False
COS,COSOL LIMITED,Software & Services,2020-01-24,113636377,572284399,2.6315789473684235,False
CGC,COSTA GROUP HOLDINGS LIMITED,"Food, Beverage & Tobacco",2015-07-24,1101362209,292986095,7.4561403508772095,False
CUP,COUNTPLUS LIMITED,Commercial & Professional Services,2010-12-22,62822407,28155905,0.0,False
CYG,COVENTRY GROUP LIMITED,Capital Goods,1966-01-27,97435450,84858,3.3980582524271767,False
CGO,CPT GLOBAL LIMITED,Software & Services,2000-09-08,13578231,74041,0.0,False
CXX,CRADLE RESOURCES LIMITED,Materials,2011-09-16,SUSPENDED,36903438,0.0,False
CGN,CRATER GOLD MINING LIMITED,Materials,2002-11-01,SUSPENDED,140693,0.0,False
CCR,CREDIT CLEAR LIMITED,Software & Services,2020-10-27,108514238,621258852,-4.065040650406508,False
CCP,CREDIT CORP GROUP LIMITED,Financial Services,2000-09-04,1096557050,71701,-3.9393939393939412,False
CI1,CREDIT INTELLIGENCE LTD,Commercial & Professional Services,2008-07-10,16699832,11790931,-2.500000000000002,False
CPH,CRESO PHARMA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2016-10-20,21365077,367574066,0.0,False
CMG,CRITICAL MINERALS GROUP LIMITED,Materials,2022-09-27,8595600,730058195,8.108108108108116,False
CRR,CRITICAL RESOURCES LIMITED,Materials,2010-12-03,57411175,26586733,13.888888888888902,False
CMW,CROMWELL PROPERTY GROUP,Equity Real Estate Investment Trusts (REITs),1973-02-22,1492754018,78042,-2.5862068965517073,False
CTE,CRYOSITE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2002-05-09,38071459,82800,0.0,False
CSL,CSL LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",1994-06-08,139375774273,82193,0.0035088950489458944,False
CSR,CSR LIMITED,Materials,1962-03-31,2255098821,82367,-0.8333333333333341,False
CLX,CTI LOGISTICS LIMITED,Transportation,1987-12-02,125831026,77209,2.564102564102566,False
CUE,CUE ENERGY RESOURCES LIMITED,Energy,1995-12-11,42585303,83477,0.0,False
CUF,CUFE LTD,Materials,2005-10-13,15457798,3345509,-5.8823529411764754,False
CUL,CULLEN RESOURCES LIMITED,Materials,1988-11-23,6051491,83513,-15.384615384615387,False
CPO,CULPEO MINERALS LIMITED,Materials,2021-09-10,4883120,668781773,3.030303030303033,False
CVC,CVC LIMITED,Financial Services,1985-06-27,221965779,83753,-4.999999999999993,False
CYQ,CYCLIQ GROUP LTD,Consumer Durables & Apparel,2007-11-21,2085100,8952555,0.0,False
CLE,CYCLONE METALS LIMITED,Materials,2001-06-07,13483474,164566,0.0,False
CYC,CYCLOPHARM LIMITED,Health Care Equipment & Services,2007-01-18,140076007,6195515,3.8194444444444557,False
CY5,CYGNUS METALS LIMITED,Materials,2018-01-15,34016729,445699724,-4.255319148936162,False
CYP,CYNATA THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2007-12-20,40117446,9071871,-5.357142857142861,False
CYM,CYPRIUM METALS LIMITED,Materials,1985-04-26,SUSPENDED,48449,0.0,False
CZR,CZR RESOURCES LTD,Materials,2006-08-29,40074890,5336532,-2.7027027027027053,False
DCN,DACIAN GOLD LIMITED,Materials,2012-11-14,97344075,51235737,-2.500000000000002,False
DAL,DALAROO METALS LTD,Materials,2021-09-28,3240000,676798239,0.0,False
DBI,DALRYMPLE BAY INFRASTRUCTURE LIMITED,Transportation,2020-12-08,1388132668,631117194,0.3802281368821381,False
DTC,DAMSTRA HOLDINGS LIMITED,Software & Services,2019-10-16,19584925,556889952,-3.8709677419354875,False
DNK,DANAKALI LIMITED,Materials,2003-10-17,151017082,260653,-1.2048192771084214,False
DTM,DART MINING NL,Materials,2007-05-10,8092269,7082870,47.36842105263159,False
DTL,DATA#3 LIMITED,Software & Services,1997-12-23,1130120035,93425,-1.1095700416088776,False
DDT,DATADOT TECHNOLOGY LIMITED,Automobiles & Components,2005-01-12,3632858,86771,0.0,False
DTR,DATELINE RESOURCES LIMITED,Materials,2011-06-23,11474676,661043941,5.555555555555561,False
DC2,DC TWO LIMITED,Software & Services,2020-11-10,2932537,621917410,1.3344026738283132e-14,False
DDH,DDH1 LIMITED,Materials,2021-03-09,351068733,641548079,6.060606060606066,False
DEG,DE GREY MINING LIMITED,Materials,2002-07-03,2412002884,88466,-3.492063492063488,False
DEM,DE.MEM LIMITED,Utilities,2017-04-07,30599287,405294340,2.0000000000000018,False
DCG,DECMIL GROUP LIMITED,Capital Goods,2005-04-22,25666116,629343430,0.0,False
DYL,DEEP YELLOW LIMITED,Energy,1985-12-19,396755146,94506,4.854368932038839,False
DEL,DELOREAN CORPORATION LIMITED,Utilities,2021-04-12,10786046,648297718,31.578947368421066,False
DLT,DELTA DRONE INTERNATIONAL LIMITED,Technology Hardware & Equipment,2018-06-18,6139259,474348952,9.999999999999993,False
DGH,DESANE GROUP HOLDINGS LIMITED,Real Estate Management & Development,1987-09-04,37637191,89264,0.0,False
DM1,DESERT METALS LIMITED,Materials,2020-12-18,8342224,629354771,27.272727272727284,False
DMC,DESIGN MILK CO LIMITED,Media & Entertainment,1997-03-24,SUSPENDED,167404,0.0,False
DES,DESOTO RESOURCES LIMITED,Materials,2022-12-16,10674000,763384744,4.761904761904766,True
DRR,DETERRA ROYALTIES LIMITED,Materials,2020-10-23,2357288877,621272199,2.4943310657596443,False
DVP,DEVELOP GLOBAL LIMITED,Materials,2007-04-27,474882708,7068076,6.884057971014507,False
DEV,DEVEX RESOURCES LIMITED,Energy,2000-10-03,94548537,62769,10.416666666666677,False
DXS,DEXUS,Equity Real Estate Investment Trusts (REITs),2004-10-06,8152784565,92660,-3.7179487179487185,False
DXC,DEXUS CONVENIENCE RETAIL REIT,Equity Real Estate Investment Trusts (REITs),2017-07-27,376075417,418813887,0.0,False
DXI,DEXUS INDUSTRIA REIT.,Equity Real Estate Investment Trusts (REITs),2013-12-03,862974161,69855769,-0.7407407407407414,False
DGL,DGL GROUP LIMITED,Materials,2021-05-24,500019165,656904047,4.531722054380662,False
DGR,DGR GLOBAL LIMITED,Materials,2003-08-21,42791433,89365,-10.8695652173913,False
DBO,DIABLO RESOURCES LIMITED,Materials,2021-10-12,3725000,676825514,-9.433962264150939,False
DRX,DIATREME RESOURCES LIMITED,Materials,2005-06-22,96973737,2327700,-3.7037037037036944,False
DDR,DICKER DATA LIMITED,Technology Hardware & Equipment,2011-01-24,1494866545,27317116,-1.5625000000000093,False
DCC,DIGITALX LIMITED,Software & Services,1989-02-06,31311800,280868,-2.3809523809523827,False
DXB,DIMERIX LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",1993-02-04,36900472,51188069,9.090909090909086,False
DAF,DISCOVERY ALASKA LIMITED,Materials,2011-09-22,SUSPENDED,37108025,0.0,False
DCX,DISCOVEX RESOURCES LIMITED,Materials,2007-12-13,9907704,9390156,0.0,False
DUI,DIVERSIFIED UNITED INVESTMENT LIMITED,Not Applic,1991-12-19,1033676140,93641,1.0638297872340388,False
DJW,DJERRIWARRH INVESTMENTS LIMITED,Not Applic,1995-06-28,721641846,90322,-1.0830324909747222,False
DMM,DMC MINING LIMITED.,Materials,2021-12-22,3615300,688467629,-1.2658227848101278,False
DOC,DOCTOR CARE ANYWHERE GROUP PLC,Health Care Equipment & Services,2020-12-04,19804060,628160762,7.6923076923077,False
DCL,DOMACOM LIMITED,Financial Services,2016-11-07,23081594,369696344,-1.81818181818182,False
DHG,DOMAIN HOLDINGS AUSTRALIA LIMITED.,Media & Entertainment,2017-11-16,2135001177,438986215,3.3742331288343657,False
DME,DOME GOLD MINES LIMITED,Materials,2013-10-22,72408898,68678866,1.3539305178355568e-14,False
DLM,DOMINION MINERALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2004-03-19,9034020,681419315,-2.5641025641025665,False
DMP,DOMINO'S PIZZA ENTERPRISES LIMITED,Consumer Services,2005-05-16,4377011450,1745764,1.7039622254157223,False
DNA,DONACO INTERNATIONAL LIMITED,Consumer Services,2004-12-23,50650965,273597,5.000000000000004,False
DOR,DORIEMUS PLC,Energy,2017-09-29,SUSPENDED,429233751,0.0,False
DVL,DORSAVI LTD,"Pharmaceuticals, Biotechnology & Life Sciences",2013-12-11,7583633,70138536,24.999999999999993,False
DTZ,DOTZ NANO LIMITED,Technology Hardware & Equipment,2007-12-13,103810267,9335899,-2.1739130434782625,False
DOU,DOUUGH LIMITED,Telecommunication Services,2004-06-15,6887289,71790,-12.5,False
DOW,DOWNER EDI LIMITED,Commercial & Professional Services,1990-12-20,2249771825,91904,-2.3323615160349873,False
DRA,DRA GLOBAL LIMITED,Capital Goods,2021-07-09,114315100,662284273,0.0,False
DMG,DRAGON MOUNTAIN GOLD LIMITED,Materials,2007-07-31,4341388,7892775,0.0,False
DRE,DREADNOUGHT RESOURCES LTD,Materials,2006-10-31,197623693,5426138,1.6666666666666683,False
DRO,DRONESHIELD LIMITED,Capital Goods,2016-06-22,178479730,346108038,10.714285714285703,False
DSE,DROPSUITE LIMITED,Software & Services,1985-12-12,141427879,261751,3.703703703703693,False
DTI,DTI GROUP LTD,Technology Hardware & Equipment,2014-12-09,6728271,80536690,0.0,False
DUB,DUBBER CORPORATION LIMITED,Software & Services,2000-06-30,64622273,221489,2.6315789473684235,False
DUG,DUG TECHNOLOGY LTD,Software & Services,2020-08-12,98042410,608430811,6.329113924050624,False
DEX,DUKE EXPLORATION LIMITED,Materials,2020-11-10,SUSPENDED,621634157,0.0,False
DKM,DUKETON MINING LIMITED,Materials,2014-08-04,35406166,77070823,-7.936507936507944,False
DUN,DUNDAS MINERALS LIMITED,Materials,2021-11-10,9300002,682550626,12.500000000000012,False
DUR,DURATEC LIMITED,Capital Goods,2020-11-04,201054185,622476712,8.024691358024684,False
DSK,DUSK GROUP LIMITED,Consumer Discretionary Distribution & Retail,2020-11-02,91533762,622866912,-1.342281879194632,False
DBF,DUXTON FARMS LTD,"Food, Beverage & Tobacco",2018-02-08,61429745,445266332,-1.6949152542372972,False
D2O,DUXTON WATER LIMITED,Utilities,2016-09-16,206136471,364052368,0.0,False
DXN,DXN LIMITED,Software & Services,2018-04-11,6885259,459025088,33.333333333333336,False
DDB,DYNAMIC GROUP HOLDINGS LIMITED,Capital Goods,2020-08-06,32292709,607761243,4.3478260869565135,False
DYM,DYNAMIC METALS LIMITED,Materials,2023-01-16,7837600,772076372,3.1250000000000027,True
EP1,E&P FINANCIAL GROUP LIMITED,Financial Services,2018-05-14,90318434,466738601,-3.797468354430383,False
E79,E79 GOLD MINES LIMITED,Materials,2021-10-07,6930079,676246202,21.052631578947373,False
APE,EAGERS AUTOMOTIVE LIMITED,Consumer Discretionary Distribution & Retail,1957-04-17,3396794717,46648,-0.29895366218236863,False
EM2,EAGLE MOUNTAIN MINING LIMITED,Materials,2018-03-16,53369201,459214721,3.030303030303033,False
EPY,EARLYPAY LTD,Financial Services,2010-02-23,57985738,23114108,8.108108108108116,False
E33,EAST 33 LIMITED..,"Food, Beverage & Tobacco",2021-07-29,14015395,665856619,-16.66666666666666,False
EMS,EASTERN METALS LIMITED,Materials,2021-10-25,3406951,677815965,0.0,False
EFE,EASTERN RESOURCES LIMITED,Materials,2008-05-16,12419465,11521069,5.000000000000004,False
EBO,EBOS GROUP LIMITED,Health Care Equipment & Services,2013-12-06,8198260063,69928310,2.0638348932085417,False
EBR,EBR SYSTEMS INC.,Health Care Equipment & Services,2021-11-24,181461883,686713291,10.169491525423739,False
ECG,ECARGO HOLDINGS LIMITED,Commercial & Professional Services,2014-11-28,30147250,81059550,0.0,False
EIQ,ECHOIQ LIMITED,Software & Services,2010-12-17,57036485,27605544,8.69565217391304,False
EPM,ECLIPSE METALS LIMITED.,Energy,2011-02-17,32448957,24296398,0.0,False
ECX,ECLIPX GROUP LIMITED,Financial Services,2015-04-22,545562888,86359442,-2.4752475247524774,False
EOF,ECOFIBRE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2019-03-29,69842910,519328839,0.0,False
EGR,ECOGRAF LIMITED,Materials,2010-10-29,83311690,26127829,2.7027027027027053,False
ECP,ECP EMERGING GROWTH LIMITED,Not Applic,2014-08-14,19256042,77450429,-8.296943231441045,False
ECS,ECS BOTANICS HOLDINGS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",1986-03-13,22134613,113640,-4.761904761904765,False
EDE,EDEN INNOVATIONS LTD,Energy,2006-06-06,14657222,4574060,-16.666666666666668,False
EDU,EDU HOLDINGS LIMITED,Consumer Services,2004-06-25,24782166,275635,-8.823529411764714,False
EDC,EILDON CAPITAL GROUP,Financial Services,2017-02-28,36847681,593109289,0.6410256410256415,False
ECF,ELANOR COMMERCIAL PROPERTY FUND,Equity Real Estate Investment Trusts (REITs),2019-12-06,286483499,565628840,3.8888888888888924,False
ENN,ELANOR INVESTORS GROUP,Consumer Services,2014-07-11,183646618,76484697,-4.823151125401926,False
ELD,ELDERS LIMITED,"Food, Beverage & Tobacco",1981-06-30,1355087131,105236,-2.6345933562428456,False
EOS,ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED,Capital Goods,2000-10-23,77056203,99315,-2.247191011235957,False
E25,ELEMENT 25 LIMITED,Materials,2006-11-09,113323919,5892634,4.201680672268911,False
ELT,ELEMENTOS LIMITED,Materials,2009-12-23,42750954,693792566,0.0,False
EL8,ELEVATE URANIUM LTD,Energy,1985-10-23,89536108,286441,4.761904761904766,False
EXL,ELIXINOL WELLNESS LIMITED,Household & Personal Products,2018-01-08,6641577,446761467,0.0,False
EXR,ELIXIR ENERGY LIMITED,Energy,2004-07-19,104930291,103843,-7.9999999999999964,False
EAI,ELLERSTON ASIAN INVESTMENTS LIMITED,Not Applic,2015-09-15,98092768,299404828,3.870967741935487,False
ELE,ELMORE LTD,Materials,1998-02-25,SUSPENDED,217392,0.0,False
ELS,ELSIGHT LIMITED,Technology Hardware & Equipment,2017-06-08,45095874,413106728,0.0,False
EVO,EMBARK EDUCATION GROUP LIMITED,Consumer Services,2014-12-05,82965732,81389048,-0.9433962264150951,False
EMB,EMBELTON LIMITED,Capital Goods,1974-01-01,21578570,98132,0.0,False
EHL,EMECO HOLDINGS LIMITED,Capital Goods,2006-07-28,376276896,5162749,3.4722222222222254,False
EMR,EMERALD RESOURCES NL,Materials,1994-07-22,884763465,1742275,-7.886435331230284,False
EMT,EMETALS LIMITED,Not Applic,2010-10-26,7650000,25838020,1.927470528863119e-14,False
EML,EML PAYMENTS LIMITED,Financial Services,2006-01-18,151463572,3916120,0.0,False
ERM,EMMERSON RESOURCES LIMITED,Materials,2007-12-17,39219105,9287980,-6.493506493506481,False
EMP,EMPEROR ENERGY LIMITED,Energy,1987-06-05,4839525,263825,20.000000000000018,False
EEG,EMPIRE ENERGY GROUP LIMITED,Energy,1984-08-30,115968172,166116,-6.250000000000005,False
ERL,EMPIRE RESOURCES LIMITED,Materials,2007-02-01,5564675,6063607,-16.666666666666668,False
EMU,EMU NL,Materials,2008-02-27,2900043,9687361,25.0,False
EMUCA,EMU NL,Materials,2008-02-27,2900043,320588464,0.0,False
EMV,EMVISION MEDICAL DEVICES LTD,Health Care Equipment & Services,2018-12-13,107597815,499563284,14.70588235294118,False
EMD,EMYRIA LIMITED,Health Care Equipment & Services,2020-02-12,51044463,575022059,2.85714285714286,False
ENR,ENCOUNTER RESOURCES LIMITED,Materials,2006-03-24,40885465,4306773,4.1666666666666705,False
EDV,ENDEAVOUR GROUP LIMITED,Consumer Staples Distribution & Retail,2021-06-24,12393581718,661673805,4.400606980273142,False
ERG,ENECO REFRESH LTD,"Food, Beverage & Tobacco",2006-03-29,5447167,4306776,0.0,False
ENX,ENEGEX LIMITED,Materials,2013-10-08,3547236,68191745,36.84210526315791,False
EAX,ENERGY ACTION LIMITED,Commercial & Professional Services,2011-10-13,5667606,38438812,4.99999999999999,False
EME,ENERGY METALS LTD,Energy,2005-09-09,22016748,2754746,-4.545454545454549,False
EOL,ENERGY ONE LIMITED,Software & Services,2007-01-15,114958157,6195516,9.604519774011296,False
ERA,ENERGY RESOURCES OF AUSTRALIA LIMITED,Energy,1980-11-19,775190472,99947,-4.761904761904753,False
EGY,ENERGY TECHNOLOGIES LIMITED,Capital Goods,1992-10-22,21610229,93673,0.0,False
ETM,ENERGY TRANSITION MINERALS LTD,Materials,2006-06-20,58296993,4802236,-2.272727272727259,False
EWC,ENERGY WORLD CORPORATION LTD,Utilities,1988-12-08,SUSPENDED,103366,0.0,False
EGG,ENERO GROUP LIMITED,Media & Entertainment,2004-04-30,168751081,228423,-0.5291005291005179,False
EGN,ENGENCO LIMITED,Capital Goods,2006-12-14,129416605,6087208,0.0,False
ENV,ENOVA MINING LIMITED,Materials,2007-04-13,4691152,6926310,0.0,False
EEL,ENRG ELEMENTS LTD,Materials,2011-07-01,20443153,34566321,-8.333333333333341,False
ENA,ENSURANCE LTD,Insurance,2011-09-23,18061987,36099305,-6.818181818181812,False
ENT,ENTERPRISE METALS LIMITED,Materials,2007-06-20,5640646,7133298,0.0,False
ETR,ENTYR LIMITED,Commercial & Professional Services,2006-11-02,27138619,49957043,5.8823529411764754,False
ECT,ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.,Commercial & Professional Services,1986-02-05,22289495,101874,12.50000000000001,False
EGL,ENVIRONMENTAL GROUP LIMITED (THE),Capital Goods,1981-02-12,62920446,96660,-7.317073170731701,False
EVS,ENVIROSUITE LIMITED,Software & Services,2008-02-11,114805603,9335900,5.8823529411764595,False
EPX,EP&T GLOBAL LIMITED,Software & Services,2021-05-12,12931498,650668031,-21.874999999999996,False
EQR,EQ RESOURCES LIMITED,Materials,2006-06-06,90798190,4721928,3.3333333333333366,False
EQT,EQT HOLDINGS LIMITED,Financial Services,1985-08-06,668886555,99893,0.27722772277227836,False
EQX,EQUATORIAL RESOURCES LIMITED,Materials,1987-05-14,18262076,99925,0.0,False
EQN,EQUINOX RESOURCES LIMITED.,Materials,2021-10-13,16235000,678565549,0.0,False
EQS,EQUITY STORY GROUP LTD,Financial Services,2022-05-03,6419608,706546201,11.320754716981142,False
EQE,EQUUS MINING LIMITED,Materials,1995-12-12,SUSPENDED,75648,0.0,False
ERD,EROAD LIMITED,Technology Hardware & Equipment,2020-09-18,76587320,614972201,-8.461538461538469,False
ERW,ERRAWARRA RESOURCES LTD,Materials,2020-12-14,7865520,629910222,-7.407407407407414,False
ESS,ESSENTIAL METALS LIMITED,Materials,2003-12-04,129100930,229539,0.0,False
EHE,ESTIA HEALTH LIMITED,Health Care Equipment & Services,2014-12-05,687240350,81389049,18.691588785046726,False
ESR,ESTRELLA RESOURCES LIMITED,Materials,2012-05-09,14835719,44939793,4.347826086956526,False
ESK,ETHERSTACK PLC,Software & Services,2012-09-07,60267821,49750255,-5.050505050505043,False
EBG,EUMUNDI GROUP LIMITED,Consumer Services,1989-12-07,51149129,94997,-4.255319148936174,False
EGH,EUREKA GROUP HOLDINGS LIMITED,Real Estate Management & Development,2004-07-01,138173171,249956,1.111111111111112,False
EMN,EURO MANGANESE INC,Materials,2018-10-02,92613922,492642571,-7.9999999999999964,False
EUR,EUROPEAN LITHIUM LIMITED,Materials,2010-12-02,92332829,26556595,0.0,False
EMH,EUROPEAN METALS HOLDINGS LIMITED,Materials,2012-07-19,110621658,48219243,1.9308226515220114e-14,False
EZL,EUROZ HARTLEYS GROUP LIMITED,Financial Services,1971-08-02,181631896,104041,0.0,False
EVR,EV RESOURCES LTD,Materials,1994-12-07,13103777,239760,7.142857142857137,False
EVE,EVE HEALTH GROUP LIMITED.,Financial Services,2004-04-08,5274483,38688,0.0,False
EMC,EVEREST METALS CORPORATION LTD,Energy,2006-10-18,7556751,5593093,0.0,False
EVG,EVION GROUP NL,Materials,2018-01-19,18162714,445699162,20.000000000000007,False
EV1,EVOLUTION ENERGY MINERALS LIMITED,Materials,2021-11-16,52650000,684234754,4.0000000000000036,False
EVN,EVOLUTION MINING LIMITED,Materials,2002-08-20,5449998467,284769,1.0344827586206982,False
EVT,EVT LIMITED,Media & Entertainment,1962-06-30,1964971496,41187,4.936170212765958,False
EVZ,EVZ LIMITED,Capital Goods,1985-04-26,19299507,103324,-2.857142857142844,False
ECL,EXCELSIOR CAPITAL LTD,Capital Goods,1993-04-22,69586726,77578,0.0,False
EX1,EXOPHARM LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2018-12-18,2043750,503240917,5.501130369253954,False
EXP,EXPERIENCE CO LIMITED,Consumer Services,2015-03-27,199810906,86313930,0.0,False
EZZ,EZZ LIFE SCIENCE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,2021-03-03,17722575,636270707,-7.142857142857137,False
FAL,FALCON METALS LTD,Materials,2021-12-22,63720000,689419649,2.7027027027027053,False
FZO,FAMILY ZONE CYBER SAFETY LIMITED,Software & Services,2016-08-29,181098119,360895068,6.250000000000005,False
FEG,FAR EAST GOLD LTD,Materials,2022-03-28,69008651,692716779,-1.6666666666666683,False
FAR,FAR LIMITED,Energy,1986-01-23,69946609,667365097,2.1276595744680873,False
FRM,FARM PRIDE FOODS LIMITED,"Food, Beverage & Tobacco",1997-12-19,13378781,112378,9.090909090909099,False
FPC,FAT PROPHETS GLOBAL CONTRARIAN FUND LTD,Not Applic,2017-03-22,31110700,403332327,-1.6853932584269677,False
FPP,FAT PROPHETS GLOBAL PROPERTY FUND,Not Applic,2017-10-10,14829587,431390393,2.2900763358778646,False
FFG,FATFISH GROUP LIMITED,Financial Services,1995-11-23,14509318,53697,6.666666666666673,False
FBR,FBR LTD,Capital Goods,2001-02-08,110004699,302385793,10.000000000000009,False
FXG,FELIX GOLD LIMITED,Materials,2022-01-31,16309136,693812293,-11.428571428571427,False
FLX,FELIX GROUP HOLDINGS LTD,Software & Services,2021-01-12,21157161,632385316,0.0,False
FEX,FENIX RESOURCES LTD,Materials,2008-08-04,140198861,9448866,2.1276595744680873,False
FTZ,FERTOZ LIMITED,Materials,2013-09-02,37265216,67173638,-9.375000000000009,False
FFI,FFI HOLDINGS LIMITED,"Food, Beverage & Tobacco",1987-01-15,42503450,106371,-11.249999999999993,False
FID,FIDUCIAN GROUP LIMITED,Financial Services,2015-02-09,189180514,84409438,-1.9417475728155213,False
FSG,FIELD SOLUTIONS HOLDINGS LIMITED,Telecommunication Services,2005-04-26,52698171,1682787,2.985074626865674,False
FIJ,FIJI KAVA LIMITED,Household & Personal Products,2018-12-20,1538404,507293316,-20.0,False
FIN,FIN RESOURCES LIMITED,Materials,1989-11-02,10151637,200633,58.33333333333333,False
FRI,FINBAR GROUP LIMITED,Real Estate Management & Development,1994-08-05,163273885,112341,0.8403361344537823,False
FDR,FINDER ENERGY HOLDINGS LIMITED,Energy,2022-04-08,13860000,711953404,-12.00000000000001,False
FND,FINDI LIMITED,Software & Services,2001-08-08,23515805,591676895,18.181818181818176,False
FCL,FINEOS CORPORATION HOLDINGS PLC,Software & Services,2019-08-16,371670583,547895834,-1.2820512820512737,False
FNX,FINEXIA FINANCIAL GROUP LIMITED,Financial Services,2006-12-21,15028985,25907394,0.0,False
FTC,FINTECH CHAIN LIMITED,Financial Services,2012-11-27,16920009,52379327,-26.923076923076923,False
FRB,FIREBIRD METALS LIMITED,Materials,2021-03-18,9865125,641866182,0.0,False
FRE,FIREBRICK PHARMA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2022-01-28,34686862,695545068,2.4390243902439046,False
FFX,FIREFINCH LIMITED,Materials,2006-12-06,SUSPENDED,5933270,0.0,False
FTL,FIRETAIL RESOURCES LIMITED,Materials,2022-04-13,8085000,712719413,4.1666666666666705,False
FAU,FIRST AU LIMITED,Materials,1970-01-01,5473916,228779,66.66666666666667,False
FGR,FIRST GRAPHENE LIMITED,Materials,1994-08-08,47266627,270431,-6.741573033707857,False
FCT,FIRSTWAVE CLOUD TECHNOLOGY LIMITED,Software & Services,2011-05-11,83142344,31830469,-5.769230769230762,False
FPH,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,Health Care Equipment & Services,2001-11-21,14159167775,109555,4.005112910098003,False
FZR,FITZROY RIVER CORPORATION LTD,Energy,1998-03-04,15653366,176113,0.0,False
